,H,B,tw,tf,A,Z
8459,750,350,19,40,40730,10689710.44
8461,750,350,22,12,24372,4921043.616
8462,750,350,22,16,26996,5832952.423
8463,750,350,22,19,28964,6503683.559
8464,750,350,22,22,30932,7163204.967
8465,750,350,22,25,32900,7811611.111
8466,750,350,22,28,34868,8448996.455
8467,750,350,22,32,37492,9281863.385
8468,750,350,22,36,40116,10095529.63
8469,750,350,22,40,42740,10890219.11
8511,750,400,9,12,16134,4251343.152
8512,750,400,9,16,19262,5338405.175
8513,750,400,9,19,21608,6137965.767
8514,750,400,9,22,23954,6924163.543
8515,750,400,9,25,26300,7697111.111
8516,750,400,9,28,28646,8456921.079
8517,750,400,9,32,31774,9449759.401
8518,750,400,9,36,34902,10419709.1
8519,750,400,9,40,38030,11367037.11
8521,750,400,12,12,18312,4506447.936
8522,750,400,12,16,21416,5585169.33
8523,750,400,12,19,23744,6378595.186
8524,750,400,12,22,26072,7158760.754
8525,750,400,12,25,28400,7925777.778
8526,750,400,12,28,30728,8679758.002
8527,750,400,12,32,33832,9664978.638
8528,750,400,12,36,36936,10627486.27
8529,750,400,12,40,40040,11567545.78
8531,750,400,14,12,19764,4676517.792
8532,750,400,14,16,22852,5749678.766
8533,750,400,14,19,25168,6539014.798
8534,750,400,14,22,27484,7315158.894
8535,750,400,14,25,29800,8078222.222
8536,750,400,14,28,32116,8828315.95
8537,750,400,14,32,35204,9808458.13
8538,750,400,14,36,38292,10766004.38
8539,750,400,14,40,41380,11701218.22
8541,750,400,16,12,21216,4846587.648
8542,750,400,16,16,24288,5914188.203
8543,750,400,16,19,26592,6699434.411
8544,750,400,16,22,28896,7471557.035
8545,750,400,16,25,31200,8230666.667
8546,750,400,16,28,33504,8976873.899
8547,750,400,16,32,36576,9951937.621
8548,750,400,16,36,39648,10904522.5
8549,750,400,16,40,42720,11834890.67
8551,750,400,19,12,23394,5101692.432
8552,750,400,19,16,26442,6160952.357
8553,750,400,19,19,28728,6940063.829
8554,750,400,19,22,31014,7706154.245
8555,750,400,19,25,33300,8459333.333
8556,750,400,19,28,35586,9199710.821
8557,750,400,19,32,38634,10167156.86
8558,750,400,19,36,41682,11112299.66
8559,750,400,19,40,44730,12035399.33
8561,750,400,22,12,25572,5356797.216
8562,750,400,22,16,28596,6407716.512
8563,750,400,22,19,30864,7180693.248
8564,750,400,22,22,33132,7940751.456
8565,750,400,22,25,35400,8688000
8566,750,400,22,28,37668,9422547.744
8567,750,400,22,32,40692,10382376.1
8568,750,400,22,36,43716,11320076.83
8569,750,400,22,40,46740,12235908
9111,800,200,9,12,11784,2739142.08
9112,800,200,9,16,13312,3308311.893
9113,800,200,9,19,14458,3727481.448
9114,800,200,9,22,15604,4140101.613
9115,800,200,9,25,16750,4546223.958
9116,800,200,9,28,17896,4945900.053
9117,800,200,9,32,19424,5468863.147
9118,800,200,9,36,20952,5980580.16
9119,800,200,9,40,22480,6481173.333
9121,800,200,12,12,14112,3031197.44
9122,800,200,12,16,15616,3591427.413
9123,800,200,12,19,16744,4004013.153
9124,800,200,12,22,17872,4410152.373
9125,800,200,12,25,19000,4809895.833
9126,800,200,12,28,20128,5203294.293
9127,800,200,12,32,21632,5718043.307
9128,800,200,12,36,23136,6221722.88
9129,800,200,12,40,24640,6714453.333
9131,800,200,14,12,15664,3225901.013
9132,800,200,14,16,17152,3780171.093
9133,800,200,14,19,18268,4188367.623
9134,800,200,14,22,19384,4590186.213
9135,800,200,14,25,20500,4985677.083
9136,800,200,14,28,21616,5374890.453
9137,800,200,14,32,23104,5884163.413
9138,800,200,14,36,24592,6382484.693
9139,800,200,14,40,26080,6869973.333
9141,800,200,16,12,17216,3420604.587
9142,800,200,16,16,18688,3968914.773
9143,800,200,16,19,19792,4372722.093
9144,800,200,16,22,20896,4770220.053
9145,800,200,16,25,22000,5161458.333
9146,800,200,16,28,23104,5546486.613
9147,800,200,16,32,24576,6050283.52
9148,800,200,16,36,26048,6543246.507
9149,800,200,16,40,27520,7025493.333
9151,800,200,19,12,19544,3712659.947
9152,800,200,19,16,20992,4252030.293
9153,800,200,19,19,22078,4649253.798
9154,800,200,19,22,23164,5040270.813
9155,800,200,19,25,24250,5425130.208
9156,800,200,19,28,25336,5803880.853
9157,800,200,19,32,26784,6299463.68
9158,800,200,19,36,28232,6784389.227
9159,800,200,19,40,29680,7258773.333
9161,800,200,22,12,21872,4004715.307
9162,800,200,22,16,23296,4535145.813
9163,800,200,22,19,24364,4925785.503
9164,800,200,22,22,25432,5310321.573
9165,800,200,22,25,26500,5688802.083
9166,800,200,22,28,27568,6061275.093
9167,800,200,22,32,28992,6548643.84
9168,800,200,22,36,30416,7025531.947
9169,800,200,22,40,31840,7492053.333
9211,800,250,9,12,12984,3204886.08
9212,800,250,9,16,14912,3923053.227
9213,800,250,9,19,16358,4451953.032
9214,800,250,9,22,17804,4972588.947
9215,800,250,9,25,19250,5485026.042
9216,800,250,9,28,20696,5989329.387
9217,800,250,9,32,22624,6649193.813
9218,800,250,9,36,24552,7294868.16
9219,800,250,9,40,26480,7926506.667
9221,800,250,12,12,15312,3496941.44
9222,800,250,12,16,17216,4206168.747
9223,800,250,12,19,18644,4728484.737
9224,800,250,12,22,20072,5242639.707
9225,800,250,12,25,21500,5748697.917
9226,800,250,12,28,22928,6246723.627
9227,800,250,12,32,24832,6898373.973
9228,800,250,12,36,26736,7536010.88
9229,800,250,12,40,28640,8159786.667
9231,800,250,14,12,16864,3691645.013
9232,800,250,14,16,18752,4394912.427
9233,800,250,14,19,20168,4912839.207
9234,800,250,14,22,21584,5422673.547
9235,800,250,14,25,23000,5924479.167
9236,800,250,14,28,24416,6418319.787
9237,800,250,14,32,26304,7064494.08
9238,800,250,14,36,28192,7696772.693
9239,800,250,14,40,30080,8315306.667
9241,800,250,16,12,18416,3886348.587
9242,800,250,16,16,20288,4583656.107
9243,800,250,16,19,21692,5097193.677
9244,800,250,16,22,23096,5602707.387
9245,800,250,16,25,24500,6100260.417
9246,800,250,16,28,25904,6589915.947
9247,800,250,16,32,27776,7230614.187
9248,800,250,16,36,29648,7857534.507
9249,800,250,16,40,31520,8470826.667
9251,800,250,19,12,20744,4178403.947
9252,800,250,19,16,22592,4866771.627
9253,800,250,19,19,23978,5373725.382
9254,800,250,19,22,25364,5872758.147
9255,800,250,19,25,26750,6363932.292
9256,800,250,19,28,28136,6847310.187
9257,800,250,19,32,29984,7479794.347
9258,800,250,19,36,31832,8098677.227
9259,800,250,19,40,33680,8704106.667
9261,800,250,22,12,23072,4470459.307
9262,800,250,22,16,24896,5149887.147
9263,800,250,22,19,26264,5650257.087
9264,800,250,22,22,27632,6142808.907
9265,800,250,22,25,29000,6627604.167
9266,800,250,22,28,30368,7104704.427
9267,800,250,22,32,32192,7728974.507
9268,800,250,22,36,34016,8339819.947
9269,800,250,22,40,35840,8937386.667
9311,800,300,9,12,14184,3670630.08
9312,800,300,9,16,16512,4537794.56
9313,800,300,9,19,18258,5176424.615
9314,800,300,9,22,20004,5805076.28
9315,800,300,9,25,21750,6423828.125
9316,800,300,9,28,23496,7032758.72
9317,800,300,9,32,25824,7829524.48
9318,800,300,9,36,28152,8609156.16
9319,800,300,9,40,30480,9371840
9321,800,300,12,12,16512,3962685.44
9322,800,300,12,16,18816,4820910.08
9323,800,300,12,19,20544,5452956.32
9324,800,300,12,22,22272,6075127.04
9325,800,300,12,25,24000,6687500
9326,800,300,12,28,25728,7290152.96
9327,800,300,12,32,28032,8078704.64
9328,800,300,12,36,30336,8850298.88
9329,800,300,12,40,32640,9605120
9331,800,300,14,12,18064,4157389.013
9332,800,300,14,16,20352,5009653.76
9333,800,300,14,19,22068,5637310.79
9334,800,300,14,22,23784,6255160.88
9335,800,300,14,25,25500,6863281.25
9336,800,300,14,28,27216,7461749.12
9337,800,300,14,32,29504,8244824.747
9338,800,300,14,36,31792,9011060.693
9339,800,300,14,40,34080,9760640
9341,800,300,16,12,19616,4352092.587
9342,800,300,16,16,21888,5198397.44
9343,800,300,16,19,23592,5821665.26
9344,800,300,16,22,25296,6435194.72
9345,800,300,16,25,27000,7039062.5
9346,800,300,16,28,28704,7633345.28
9347,800,300,16,32,30976,8410944.853
9348,800,300,16,36,33248,9171822.507
9349,800,300,16,40,35520,9916160
9351,800,300,19,12,21944,4644147.947
9352,800,300,19,16,24192,5481512.96
9353,800,300,19,19,25878,6098196.965
9354,800,300,19,22,27564,6705245.48
9355,800,300,19,25,29250,7302734.375
9356,800,300,19,28,30936,7890739.52
9357,800,300,19,32,33184,8660125.013
9358,800,300,19,36,35432,9412965.227
9359,800,300,19,40,37680,10149440
9361,800,300,22,12,24272,4936203.307
9362,800,300,22,16,26496,5764628.48
9363,800,300,22,19,28164,6374728.67
9364,800,300,22,22,29832,6975296.24
9365,800,300,22,25,31500,7566406.25
9366,800,300,22,28,33168,8148133.76
9367,800,300,22,32,35392,8909305.173
9368,800,300,22,36,37616,9654107.947
9369,800,300,22,40,39840,10382720
9411,800,350,9,12,15384,4136374.08
9412,800,350,9,16,18112,5152535.893
9413,800,350,9,19,20158,5900896.198
9414,800,350,9,22,22204,6637563.613
9415,800,350,9,25,24250,7362630.208
9416,800,350,9,28,26296,8076188.053
9417,800,350,9,32,29024,9009855.147
9418,800,350,9,36,31752,9923444.16
9419,800,350,9,40,34480,10817173.33
9421,800,350,12,12,17712,4428429.44
9422,800,350,12,16,20416,5435651.413
9423,800,350,12,19,22444,6177427.903
9424,800,350,12,22,24472,6907614.373
9425,800,350,12,25,26500,7626302.083
9426,800,350,12,28,28528,8333582.293
9427,800,350,12,32,31232,9259035.307
9428,800,350,12,36,33936,10164586.88
9429,800,350,12,40,36640,11050453.33
9431,800,350,14,12,19264,4623133.013
9432,800,350,14,16,21952,5624395.093
9433,800,350,14,19,23968,6361782.373
9434,800,350,14,22,25984,7087648.213
9435,800,350,14,25,28000,7802083.333
9436,800,350,14,28,30016,8505178.453
9437,800,350,14,32,32704,9425155.413
9438,800,350,14,36,35392,10325348.69
9439,800,350,14,40,38080,11205973.33
9441,800,350,16,12,20816,4817836.587
9442,800,350,16,16,23488,5813138.773
9443,800,350,16,19,25492,6546136.843
9444,800,350,16,22,27496,7267682.053
9445,800,350,16,25,29500,7977864.583
9446,800,350,16,28,31504,8676774.613
9447,800,350,16,32,34176,9591275.52
9448,800,350,16,36,36848,10486110.51
9449,800,350,16,40,39520,11361493.33
9451,800,350,19,12,23144,5109891.947
9452,800,350,19,16,25792,6096254.293
9453,800,350,19,19,27778,6822668.548
9454,800,350,19,22,29764,7537732.813
9455,800,350,19,25,31750,8241536.458
9456,800,350,19,28,33736,8934168.853
9457,800,350,19,32,36384,9840455.68
9458,800,350,19,36,39032,10727253.23
9459,800,350,19,40,41680,11594773.33
9461,800,350,22,12,25472,5401947.307
9462,800,350,22,16,28096,6379369.813
9463,800,350,22,19,30064,7099200.253
9464,800,350,22,22,32032,7807783.573
9465,800,350,22,25,34000,8505208.333
9466,800,350,22,28,35968,9191563.093
9467,800,350,22,32,38592,10089635.84
9468,800,350,22,36,41216,10968395.95
9469,800,350,22,40,43840,11828053.33
9511,800,400,9,12,16584,4602118.08
9512,800,400,9,16,19712,5767277.227
9513,800,400,9,19,22058,6625367.782
9514,800,400,9,22,24404,7470050.947
9515,800,400,9,25,26750,8301432.292
9516,800,400,9,28,29096,9119617.387
9517,800,400,9,32,32224,10190185.81
9518,800,400,9,36,35352,11237732.16
9519,800,400,9,40,38480,12262506.67
9521,800,400,12,12,18912,4894173.44
9522,800,400,12,16,22016,6050392.747
9523,800,400,12,19,24344,6901899.487
9524,800,400,12,22,26672,7740101.707
9525,800,400,12,25,29000,8565104.167
9526,800,400,12,28,31328,9377011.627
9527,800,400,12,32,34432,10439365.97
9528,800,400,12,36,37536,11478874.88
9529,800,400,12,40,40640,12495786.67
9531,800,400,14,12,20464,5088877.013
9532,800,400,14,16,23552,6239136.427
9533,800,400,14,19,25868,7086253.957
9534,800,400,14,22,28184,7920135.547
9535,800,400,14,25,30500,8740885.417
9536,800,400,14,28,32816,9548607.787
9537,800,400,14,32,35904,10605486.08
9538,800,400,14,36,38992,11639636.69
9539,800,400,14,40,42080,12651306.67
9541,800,400,16,12,22016,5283580.587
9542,800,400,16,16,25088,6427880.107
9543,800,400,16,19,27392,7270608.427
9544,800,400,16,22,29696,8100169.387
9545,800,400,16,25,32000,8916666.667
9546,800,400,16,28,34304,9720203.947
9547,800,400,16,32,37376,10771606.19
9548,800,400,16,36,40448,11800398.51
9549,800,400,16,40,43520,12806826.67
9551,800,400,19,12,24344,5575635.947
9552,800,400,19,16,27392,6710995.627
9553,800,400,19,19,29678,7547140.132
9554,800,400,19,22,31964,8370220.147
9555,800,400,19,25,34250,9180338.542
9556,800,400,19,28,36536,9977598.187
9557,800,400,19,32,39584,11020786.35
9558,800,400,19,36,42632,12041541.23
9559,800,400,19,40,45680,13040106.67
9561,800,400,22,12,26672,5867691.307
9562,800,400,22,16,29696,6994111.147
9563,800,400,22,19,31964,7823671.837
9564,800,400,22,22,34232,8640270.907
9565,800,400,22,25,36500,9444010.417
9566,800,400,22,28,38768,10234992.43
9567,800,400,22,32,41792,11269966.51
9568,800,400,22,36,44816,12282683.95
9569,800,400,22,40,47840,13273386.67
a111,850,200,9,12,12234,2977459.722
a112,850,200,9,16,13762,3584785.194
a113,850,200,9,19,14908,4032553.01
a114,850,200,9,22,16054,4473752.224
a115,850,200,9,25,17200,4908431.373
a116,850,200,9,28,18346,5336638.991
a117,850,200,9,32,19874,5897599.55
a118,850,200,9,36,21402,6447256.504
a119,850,200,9,40,22930,6985724.902
a121,850,200,12,12,14712,3308965.591
a122,850,200,12,16,16216,3906751.918
a123,850,200,12,19,17344,4347486.733
a124,850,200,12,22,18472,4781756.116
a125,850,200,12,25,19600,5209607.843
a126,850,200,12,28,20728,5631089.688
a127,850,200,12,32,22232,6183239.347
a128,850,200,12,36,23736,6724262.946
a129,850,200,12,40,25240,7254273.725
a131,850,200,14,12,16364,3529969.503
a132,850,200,14,16,17852,4121396.402
a133,850,200,14,19,18968,4557442.547
a134,850,200,14,22,20084,4987092.044
a135,850,200,14,25,21200,5410392.157
a136,850,200,14,28,22316,5827390.152
a137,850,200,14,32,23804,6373665.879
a138,850,200,14,36,25292,6908933.907
a139,850,200,14,40,26780,7433306.275
a141,850,200,16,12,18016,3750973.415
a142,850,200,16,16,19488,4336040.885
a143,850,200,16,19,20592,4767398.362
a144,850,200,16,22,21696,5192427.972
a145,850,200,16,25,22800,5611176.471
a146,850,200,16,28,23904,6023690.616
a147,850,200,16,32,25376,6564092.411
a148,850,200,16,36,26848,7093604.869
a149,850,200,16,40,28320,7612338.824
a151,850,200,19,12,20494,4082479.283
a152,850,200,19,16,21942,4658007.609
a153,850,200,19,19,23028,5082332.085
a154,850,200,19,22,24114,5500431.864
a155,850,200,19,25,25200,5912352.941
a156,850,200,19,28,26286,6318141.313
a157,850,200,19,32,27734,6849732.209
a158,850,200,19,36,29182,7370611.311
a159,850,200,19,40,30630,7880887.647
a161,850,200,22,12,22972,4413985.151
a162,850,200,22,16,24396,4979974.334
a163,850,200,22,19,25464,5397265.807
a164,850,200,22,22,26532,5808435.755
a165,850,200,22,25,27600,6213529.412
a166,850,200,22,28,28668,6612592.009
a167,850,200,22,32,30092,7135372.006
a168,850,200,22,36,31516,7647617.754
a169,850,200,22,40,32940,8149436.471
a211,850,250,9,12,13434,3473195.252
a212,850,250,9,16,15362,4239506.449
a213,850,250,9,19,16808,4804490.971
a214,850,250,9,22,18254,5361187.362
a215,850,250,9,25,19700,5909656.863
a216,850,250,9,28,21146,6449960.717
a217,850,250,9,32,23074,7157769.589
a218,850,250,9,36,25002,7851315.798
a219,850,250,9,40,26930,8530744.51
a221,850,250,12,12,15912,3804701.12
a222,850,250,12,16,17816,4561473.173
a223,850,250,12,19,19244,5119424.693
a224,850,250,12,22,20672,5669191.253
a225,850,250,12,25,22100,6210833.333
a226,850,250,12,28,23528,6744411.413
a227,850,250,12,32,25432,7443409.387
a228,850,250,12,36,27336,8128322.24
a229,850,250,12,40,29240,8799293.333
a231,850,250,14,12,17564,4025705.032
a232,850,250,14,16,19452,4776117.656
a233,850,250,14,19,20868,5329380.508
a234,850,250,14,22,22284,5874527.181
a235,850,250,14,25,23700,6411617.647
a236,850,250,14,28,25116,6940711.878
a237,850,250,14,32,27004,7633835.918
a238,850,250,14,36,28892,8312993.202
a239,850,250,14,40,30780,8978325.882
a241,850,250,16,12,19216,4246708.944
a242,850,250,16,16,21088,4990762.14
a243,850,250,16,19,22492,5539336.323
a244,850,250,16,22,23896,6079863.109
a245,850,250,16,25,25300,6612401.961
a246,850,250,16,28,26704,7137012.342
a247,850,250,16,32,28576,7824262.45
a248,850,250,16,36,30448,8497664.163
a249,850,250,16,40,32320,9157358.431
a251,850,250,19,12,21694,4578214.813
a252,850,250,19,16,23542,5312728.864
a253,850,250,19,19,24928,5854270.045
a254,850,250,19,22,26314,6387867.001
a255,850,250,19,25,27700,6913578.431
a256,850,250,19,28,29086,7431463.038
a257,850,250,19,32,30934,8109902.248
a258,850,250,19,36,32782,8774670.605
a259,850,250,19,40,34630,9425907.255
a261,850,250,22,12,24172,4909720.681
a262,850,250,22,16,25996,5634695.589
a263,850,250,22,19,27364,6169203.768
a264,850,250,22,22,28732,6695870.893
a265,850,250,22,25,30100,7214754.902
a266,850,250,22,28,31468,7725913.735
a267,850,250,22,32,33292,8395542.045
a268,850,250,22,36,35116,9051677.048
a269,850,250,22,40,36940,9694456.078
a311,850,300,9,12,14634,3968930.781
a312,850,300,9,16,16962,4894227.704
a313,850,300,9,19,18708,5576428.932
a314,850,300,9,22,20454,6248622.499
a315,850,300,9,25,22200,6910882.353
a316,850,300,9,28,23946,7563282.442
a317,850,300,9,32,26274,8417939.628
a318,850,300,9,36,28602,9255375.092
a319,850,300,9,40,30930,10075764.12
a321,850,300,12,12,17112,4300436.649
a322,850,300,12,16,19416,5216194.428
a323,850,300,12,19,21144,5891362.654
a324,850,300,12,22,22872,6556626.391
a325,850,300,12,25,24600,7212058.824
a326,850,300,12,28,26328,7857733.139
a327,850,300,12,32,28632,8703579.426
a328,850,300,12,36,30936,9532381.534
a329,850,300,12,40,33240,10344312.94
a331,850,300,14,12,18764,4521440.562
a332,850,300,14,16,21052,5430838.911
a333,850,300,14,19,22768,6101318.469
a334,850,300,14,22,24484,6761962.318
a335,850,300,14,25,26200,7412843.137
a336,850,300,14,28,27916,8054033.603
a337,850,300,14,32,30204,8894005.958
a338,850,300,14,36,32492,9717052.496
a339,850,300,14,40,34780,10523345.49
a341,850,300,16,12,20416,4742444.474
a342,850,300,16,16,22688,5645483.395
a343,850,300,16,19,24392,6311274.284
a344,850,300,16,22,26096,6967298.246
a345,850,300,16,25,27800,7613627.451
a346,850,300,16,28,29504,8250334.067
a347,850,300,16,32,31776,9084432.489
a348,850,300,16,36,34048,9901723.457
a349,850,300,16,40,36320,10702378.04
a351,850,300,19,12,22894,5073950.342
a352,850,300,19,16,25142,5967450.119
a353,850,300,19,19,26828,6626208.006
a354,850,300,19,22,28514,7275302.138
a355,850,300,19,25,30200,7914803.922
a356,850,300,19,28,31886,8544784.764
a357,850,300,19,32,34134,9370072.287
a358,850,300,19,36,36382,10178729.9
a359,850,300,19,40,38630,10970926.86
a361,850,300,22,12,25372,5405456.21
a362,850,300,22,16,27596,6289416.844
a363,850,300,22,19,29264,6941141.729
a364,850,300,22,22,30932,7583306.03
a365,850,300,22,25,32600,8215980.392
a366,850,300,22,28,34268,8839235.46
a367,850,300,22,32,36492,9655712.085
a368,850,300,22,36,38716,10455736.34
a369,850,300,22,40,40940,11239475.69
a411,850,350,9,12,15834,4464666.311
a412,850,350,9,16,18562,5548948.958
a413,850,350,9,19,20608,6348366.893
a414,850,350,9,22,22654,7136057.636
a415,850,350,9,25,24700,7912107.843
a416,850,350,9,28,26746,8676604.168
a417,850,350,9,32,29474,9678109.667
a418,850,350,9,36,32202,10659434.39
a419,850,350,9,40,34930,11620783.73
a421,850,350,12,12,18312,4796172.179
a422,850,350,12,16,21016,5870915.683
a423,850,350,12,19,23044,6663300.615
a424,850,350,12,22,25072,7444061.528
a425,850,350,12,25,27100,8213284.314
a426,850,350,12,28,29128,8971054.864
a427,850,350,12,32,31832,9963749.465
a428,850,350,12,36,34536,10936440.83
a429,850,350,12,40,37240,11889332.55
a431,850,350,14,12,19964,5017176.091
a432,850,350,14,16,22652,6085560.166
a433,850,350,14,19,24668,6873256.43
a434,850,350,14,22,26684,7649397.456
a435,850,350,14,25,28700,8414068.627
a436,850,350,14,28,30716,9167355.329
a437,850,350,14,32,33404,10154176
a438,850,350,14,36,36092,11121111.79
a439,850,350,14,40,38780,12068365.1
a441,850,350,16,12,21616,5238180.003
a442,850,350,16,16,24288,6300204.649
a443,850,350,16,19,26292,7083212.245
a444,850,350,16,22,28296,7854733.384
a445,850,350,16,25,30300,8614852.941
a446,850,350,16,28,32304,9363655.793
a447,850,350,16,32,34976,10344602.53
a448,850,350,16,36,37648,11305782.75
a449,850,350,16,40,40320,12247397.65
a451,850,350,19,12,24094,5569685.871
a452,850,350,19,16,26742,6622171.374
a453,850,350,19,19,28728,7398145.967
a454,850,350,19,22,30714,8162737.275
a455,850,350,19,25,32700,8916029.412
a456,850,350,19,28,34686,9658106.489
a457,850,350,19,32,37334,10630242.33
a458,850,350,19,36,39982,11582789.19
a459,850,350,19,40,42630,12515946.47
a461,850,350,22,12,26572,5901191.74
a462,850,350,22,16,29196,6944138.099
a463,850,350,22,19,31164,7713079.689
a464,850,350,22,22,33132,8470741.167
a465,850,350,22,25,35100,9217205.882
a466,850,350,22,28,37068,9952557.186
a467,850,350,22,32,39692,10915882.12
a468,850,350,22,36,42316,11859795.64
a469,850,350,22,40,44940,12784495.29
a511,850,400,9,12,17034,4960401.84
a512,850,400,9,16,20162,6203670.213
a513,850,400,9,19,22508,7120304.853
a514,850,400,9,22,24854,8023492.773
a515,850,400,9,25,27200,8913333.333
a516,850,400,9,28,29546,9789925.893
a517,850,400,9,32,32674,10938279.71
a518,850,400,9,36,35802,12063493.68
a519,850,400,9,40,38930,13165803.33
a521,850,400,12,12,19512,5291907.708
a522,850,400,12,16,22616,6525636.938
a523,850,400,12,19,24944,7435238.576
a524,850,400,12,22,27272,8331496.665
a525,850,400,12,25,29600,9214509.804
a526,850,400,12,28,31928,10084376.59
a527,850,400,12,32,35032,11223919.5
a528,850,400,12,36,38136,12340500.12
a529,850,400,12,40,41240,13434352.16
a531,850,400,14,12,21164,5512911.62
a532,850,400,14,16,24252,6740281.421
a533,850,400,14,19,26568,7645194.391
a534,850,400,14,22,28884,8536832.593
a535,850,400,14,25,31200,9415294.118
a536,850,400,14,28,33516,10280677.05
a537,850,400,14,32,36604,11414346.04
a538,850,400,14,36,39692,12525171.08
a539,850,400,14,40,42780,13613384.71
a541,850,400,16,12,22816,5733915.533
a542,850,400,16,16,25888,6954925.904
a543,850,400,16,19,28192,7855150.205
a544,850,400,16,22,30496,8742168.521
a545,850,400,16,25,32800,9616078.431
a546,850,400,16,28,35104,10476977.52
a547,850,400,16,32,38176,11604772.57
a548,850,400,16,36,41248,12709842.05
a549,850,400,16,40,44320,13792417.25
a551,850,400,19,12,25294,6065421.401
a552,850,400,19,16,28342,7276892.629
a553,850,400,19,19,30628,8170083.928
a554,850,400,19,22,32914,9050172.413
a555,850,400,19,25,35200,9917254.902
a556,850,400,19,28,37486,10771428.21
a557,850,400,19,32,40534,11890412.37
a558,850,400,19,36,43582,12986848.49
a559,850,400,19,40,46630,14060966.08
a561,850,400,22,12,27772,6396927.269
a562,850,400,22,16,30796,7598859.354
a563,850,400,22,19,33064,8485017.65
a564,850,400,22,22,35332,9358176.304
a565,850,400,22,25,37600,10218431.37
a566,850,400,22,28,39868,11065878.91
a567,850,400,22,32,42892,12176052.16
a568,850,400,22,36,45916,13263854.93
a569,850,400,22,40,48940,14329514.9
b111,900,200,9,12,12684,3223280.96
b112,900,200,9,16,14212,3868767.016
b113,900,200,9,19,15358,4345138.843
b114,900,200,9,22,16504,4814924.99
b115,900,200,9,25,17650,5278171.296
b116,900,200,9,28,18796,5734923.603
b117,900,200,9,32,20324,6333904.13
b118,900,200,9,36,21852,6921529.92
b119,900,200,9,40,23380,7497909.63
b121,900,200,12,12,15312,3596737.28
b122,900,200,12,16,16816,4232084.812
b123,900,200,12,19,17944,4700974.359
b124,900,200,12,22,19072,5163381.665
b125,900,200,12,25,20200,5619351.852
b126,900,200,12,28,21328,6068930.039
b127,900,200,12,32,22832,6658502.495
b128,900,200,12,36,24336,7236898.56
b129,900,200,12,40,25840,7804225.185
b131,900,200,14,12,17064,3845708.16
b132,900,200,14,16,18552,4474296.676
b133,900,200,14,19,19668,4938198.036
b134,900,200,14,22,20784,5395686.116
b135,900,200,14,25,21900,5846805.556
b136,900,200,14,28,23016,6291600.996
b137,900,200,14,32,24504,6874901.404
b138,900,200,14,36,25992,7447144.32
b139,900,200,14,40,27480,8008435.556
b141,900,200,16,12,18816,4094679.04
b142,900,200,16,16,20288,4716508.539
b143,900,200,16,19,21392,5175421.713
b144,900,200,16,22,22496,5627990.566
b145,900,200,16,25,23600,6074259.259
b146,900,200,16,28,24704,6514271.953
b147,900,200,16,32,26176,7091300.314
b148,900,200,16,36,27648,7657390.08
b149,900,200,16,40,29120,8212645.926
b151,900,200,19,12,21444,4468135.36
b152,900,200,19,16,22892,5079826.335
b153,900,200,19,19,23978,5531257.228
b154,900,200,19,22,25064,5976447.241
b155,900,200,19,25,26150,6415439.815
b156,900,200,19,28,27236,6848278.388
b157,900,200,19,32,28684,7415898.679
b158,900,200,19,36,30132,7972758.72
b159,900,200,19,40,31580,8518961.481
b161,900,200,22,12,24072,4841591.68
b162,900,200,22,16,25496,5443144.13
b163,900,200,22,19,26564,5887092.744
b164,900,200,22,22,27632,6324903.917
b165,900,200,22,25,28700,6756620.37
b166,900,200,22,28,29768,7182284.824
b167,900,200,22,32,31192,7740497.043
b168,900,200,22,36,32616,8288127.36
b169,900,200,22,40,34040,8825277.037
b211,900,250,9,12,13884,3749008.96
b212,900,250,9,16,15812,4563470.424
b213,900,250,9,19,17258,5164546.917
b214,900,250,9,22,18704,5757313.73
b215,900,250,9,25,20150,6341828.704
b216,900,250,9,28,21596,6918149.677
b217,900,250,9,32,23524,7673931.39
b218,900,250,9,36,25452,8415385.92
b219,900,250,9,40,27380,9142650.37
b221,900,250,12,12,16512,4122465.28
b222,900,250,12,16,18416,4926788.219
b223,900,250,12,19,19844,5520382.433
b224,900,250,12,22,21272,6105770.406
b225,900,250,12,25,22700,6683009.259
b226,900,250,12,28,24128,7252156.113
b227,900,250,12,32,26032,7998529.754
b228,900,250,12,36,27936,8730754.56
b229,900,250,12,40,29840,9448965.926
b231,900,250,14,12,18264,4371436.16
b232,900,250,14,16,20152,5169000.083
b233,900,250,14,19,21568,5757606.11
b234,900,250,14,22,22984,6338074.856
b235,900,250,14,25,24400,6910462.963
b236,900,250,14,28,25816,7474827.07
b237,900,250,14,32,27704,8214928.664
b238,900,250,14,36,29592,8941000.32
b239,900,250,14,40,31480,9653176.296
b241,900,250,16,12,20016,4620407.04
b242,900,250,16,16,21888,5411211.947
b243,900,250,16,19,23292,5994829.787
b244,900,250,16,22,24696,6570379.307
b245,900,250,16,25,26100,7137916.667
b246,900,250,16,28,27504,7697498.027
b247,900,250,16,32,29376,8431327.573
b248,900,250,16,36,31248,9151246.08
b249,900,250,16,40,33120,9857386.667
b251,900,250,19,12,22644,4993863.36
b252,900,250,19,16,24492,5774529.742
b253,900,250,19,19,25878,6350665.302
b254,900,250,19,22,27264,6918835.982
b255,900,250,19,25,28650,7479097.222
b256,900,250,19,28,30036,8031504.462
